17000 CAT @ 4.72
70600 AA @ 6.45
29300 BAC @ 3.22
44800 CSCO @ 9.46
28900 BBBY @ 1.4
80600 CSCO @ 3.1
10200 AAPL @ 6.64
44000 BBBY @ 4.98
8300 CMCSA @ 5.89
15100 CMCSA @ 1.84
50700 BA @ 7.9
76300 AA @ 1.5
54900 CMCSA @ 9.85
29200 CSCO @ 1.64
34900 BAC @ 5.32
100000 CMCSA @ 4.84
46800 C @ 2.04
30400 C @ 4.92
79900 CSCO @ 5.09
87600 CMCSA @ 1.77
88200 AAPL @ 5.56
51100 CMCSA @ 9.07
79000 BAC @ 8.65
17000 CMCSA @ 9.34
36900 BAC @ 1
48900 CAT @ 8.1
31700 C @ 6.06
22300 AAPL @ 5.69
46700 CAT @ 5.96
20300 AA @ 5.25
87500 AAPL @ 7.48
29800 CMCSA @ 2.86
66900 CMCSA @ 6.2
62800 CMCSA @ 4.98
59400 BAC @ 7.75
28700 CSCO @ 9
66800 CSCO @ 3.5
62500 CAT @ 9.75
30300 CSCO @ 7.86
6100 BBBY @ 4.6
57700 AA @ 8.61
88300 BBBY @ 1.9
62800 BBBY @ 9.12
96300 CMCSA @ 5.08
1200 CAT @ 1.81
32500 BA @ 6.16
70500 BA @ 5.6
48600 CAT @ 4.96
11300 BA @ 5.32
20600 AA @ 5.5
96300 C @ 3.88
87600 BA @ 8.96
9100 AA @ 4.33
23300 AAPL @ 2.5
7600 CMCSA @ 4.4
26300 CSCO @ 8.15
54100 AAPL @ 9.6
32400 BA @ 6.04
6100 CSCO @ 7.18
69100 BA @ 3.07
6800 C @ 3.88
3900 AA @ 6.37
36000 BBBY @ 9.62
51600 CMCSA @ 3.88
83900 CSCO @ 8.1
66300 AAPL @ 5.62
900 BBBY @ 6.46
49000 BBBY @ 1.36
40300 BBBY @ 9.13
900 BAC @ 5.49
96000 BA @ 8.95
71100 AA @ 9.16
79100 CMCSA @ 3.49
20100 C @ 9.35
65100 CSCO @ 9.82
11700 AA @ 8.83
40600 BAC @ 3.16
8800 C @ 1.84
66300 BAC @ 8.44
29100 AAPL @ 1.28
70900 C @ 2.68
19700 C @ 2.46
39300 AAPL @ 8.25
80800 CSCO @ 3.4
80000 BBBY @ 4.96
57600 C @ 1.54
82900 BA @ 3.16
71500 BA @ 7.48
7600 BBBY @ 3.15
52500 CAT @ 1.81
92600 CSCO @ 3.7
63700 BAC @ 4.96
60900 BA @ 5.08
65300 CAT @ 5.44
25000 AAPL @ 7.6
30100 BAC @ 2.35
77500 BAC @ 8.9
49600 AA @ 5.36
46100 CAT @ 9.28
57800 CSCO @ 1.45
34400 AAPL @ 5.74
76000 BBBY @ 3.36
37700 BAC @ 5.84
77700 CAT @ 9.2
92600 CSCO @ 6.64
82900 BA @ 6.02
23800 AAPL @ 9.17
59900 AAPL @ 8.38
27900 CMCSA @ 2.15
83400 BAC @ 9
43400 CMCSA @ 8.4
83800 BA @ 4.44
24500 AA @ 4.52
56100 BAC @ 7.6
82700 CSCO @ 5.4
41900 CMCSA @ 7.51
38100 BAC @ 6.36
74200 BAC @ 8.02
61600 BA @ 3.96
3300 BAC @ 4.08
62200 BAC @ 5.2
58000 CMCSA @ 9.66
9400 CAT @ 6.76
98700 CMCSA @ 1.24
48800 C @ 3.12
87900 BAC @ 9.4
81100 CAT @ 6.71
19000 C @ 3.52
29700 CMCSA @ 2.01
25400 CSCO @ 9.7
23300 CMCSA @ 1.6
96200 CSCO @ 4.45
56200 BA @ 2.85
18200 CMCSA @ 3.13
20700 C @ 5.86
53000 BBBY @ 3.92
9800 CMCSA @ 8.2
50800 AA @ 9.2
40700 CSCO @ 1.96
53800 AA @ 4.44
9600 BAC @ 5.25
41200 BAC @ 4.84
76900 C @ 9.4
68100 BBBY @ 8.8
56300 CAT @ 8.7
47500 CSCO @ 5.81
16900 BA @ 7.4
29100 C @ 2.65
8400 BAC @ 1.8
59000 CSCO @ 7.9
13600 CSCO @ 9.52
78000 AA @ 3.7
56400 C @ 1.92
60200 CMCSA @ 8.19
74200 BAC @ 6.64
24600 C @ 1.72
11900 CSCO @ 3.36
58100 AAPL @ 6.25
79100 BA @ 2.16
89400 CMCSA @ 5.39
64000 CSCO @ 4.15
83900 CMCSA @ 8.68
2400 AA @ 2.62
87800 BBBY @ 5.2
81200 AAPL @ 1.15
96800 CMCSA @ 2.8
61200 BA @ 8.2
42300 BA @ 6.25
70000 BAC @ 9.64
6200 BBBY @ 2.05
10300 BBBY @ 5.26
15000 BA @ 2.2
5400 AA @ 1.46
61700 BBBY @ 4.28
26300 AA @ 7
29600 CMCSA @ 2.68
30800 BBBY @ 8.47
64100 CAT @ 1.98
46200 CMCSA @ 2.9
62300 BBBY @ 6.8
67100 CMCSA @ 3.88
96800 BA @ 5.88
30900 AA @ 5.32
85900 AAPL @ 3.01
97600 CAT @ 8.14
84100 BBBY @ 8.2
68700 AA @ 6.55
86300 CAT @ 4.6
42900 BBBY @ 6.94
73800 CAT @ 7.4
8100 BAC @ 7.75
69300 BA @ 4.33
64600 BAC @ 1
94000 C @ 8.98
9600 BA @ 2.44
91600 AAPL @ 2.88
88600 BA @ 2.6
10600 BAC @ 8.8
81500 CAT @ 4.93
55500 BAC @ 4.08
32200 AAPL @ 2.84
26100 CSCO @ 8.2
11400 CMCSA @ 8.33
12500 CSCO @ 9.49
52000 BA @ 5.04
26300 BA @ 9.63
17200 CMCSA @ 4.38
66700 CMCSA @ 9.26
32100 CSCO @ 5.71
84300 AA @ 5.41
33500 CMCSA @ 4.2
86700 AA @ 8.52
10100 CMCSA @ 6.76
56400 CSCO @ 9.84
11800 CAT @ 5.38
15800 C @ 7.27
17200 BBBY @ 8.65
4800 CSCO @ 5.8
37800 CSCO @ 9.28
29500 BBBY @ 6.82
50700 CAT @ 2.62
84400 C @ 5.38
93800 BBBY @ 2.88
18300 AAPL @ 2.8
52800 AAPL @ 6.58
94700 CMCSA @ 4.32
95500 AA @ 2.45
57800 BA @ 2.8
55900 CSCO @ 5.04
29600 CMCSA @ 4.51
37600 BAC @ 9.4
83500 AAPL @ 1.72
26300 BA @ 5.12
6700 CSCO @ 1.38
8900 AA @ 8.02
87300 CAT @ 6.04
19800 CSCO @ 6.64
90200 BAC @ 9.1
23500 CAT @ 7.08
59000 BA @ 8.8
64200 BAC @ 5.3
84700 BAC @ 1.46
35900 C @ 1.9
6800 C @ 3.8
11800 AAPL @ 4.51
44500 CSCO @ 8.42
34700 AA @ 4.86
72100 AAPL @ 8.92
98500 AAPL @ 9.91
27000 CAT @ 8.76
2800 AA @ 8.64
7500 BBBY @ 6.26
50900 C @ 7.12
74400 BA @ 5.45
22800 CAT @ 6.1
98000 BA @ 3.79
41100 CAT @ 2.48
12300 BAC @ 7.88
12600 CMCSA @ 4.48
82700 AAPL @ 8.16
33600 BAC @ 4.3
900 BBBY @ 6
64200 C @ 4.84
73500 C @ 1.75
79300 BBBY @ 9.88
33800 CAT @ 2.02
34300 AA @ 9.6
5400 CMCSA @ 1.65
17600 AA @ 7.96
91600 BA @ 2.78
3800 AAPL @ 7.88
20500 BAC @ 2
67500 BBBY @ 5.05
91800 BA @ 1.3
40300 CSCO @ 2.14
35100 BA @ 4.94
30200 AAPL @ 1.12
85700 BA @ 4.67
45300 AA @ 2.22
47000 CSCO @ 4.88
23900 AA @ 1.8
48900 AAPL @ 9.91
97500 BA @ 4.12
96700 BAC @ 7.64
87700 CSCO @ 4.35
62500 CMCSA @ 8.2
27600 BA @ 7.72
400 AAPL @ 9.52
79600 CMCSA @ 8.39
21100 AA @ 3.92
85300 BA @ 7.5
79100 BBBY @ 2.94
42600 BA @ 9.1
19400 C @ 4.52
16800 CAT @ 9
86200 BA @ 1.18
94300 C @ 5.56
27100 AA @ 1
69700 BAC @ 7.63
86000 C @ 3.03
3700 BBBY @ 9.08
14600 AAPL @ 6.34
30800 BAC @ 1.72
99100 BA @ 2.78
63200 CSCO @ 8.59
67300 CMCSA @ 5.26
89900 CAT @ 5.15
79500 C @ 9.88
25600 CSCO @ 2.28
20200 BBBY @ 8.92
2400 C @ 3.4
78500 AA @ 9.15
77800 CAT @ 4.66
98000 AAPL @ 3.05
27900 AA @ 4.08
12200 CSCO @ 1.9
57300 AAPL @ 4.9
8100 BAC @ 1.18
86800 CMCSA @ 8.75
51600 BBBY @ 9.9
43800 AA @ 6.48
70700 CMCSA @ 5.5
66400 CSCO @ 2.11
49600 AAPL @ 1.78
5800 BA @ 9.3
59100 BAC @ 9.4
81900 BA @ 5.77
33300 BAC @ 9.44
98800 CSCO @ 5.02
74700 CAT @ 5.5
72100 CAT @ 8.89
19000 CAT @ 2.68
54000 AAPL @ 2.43
82800 AA @ 8.87
13800 BAC @ 3.2
7500 BBBY @ 5.95
61700 AA @ 7.96
5000 AAPL @ 8.96
41700 C @ 9.8
73400 CAT @ 7.21
2700 CMCSA @ 6.2
19400 CMCSA @ 9.32
81700 CMCSA @ 3.7
43800 BAC @ 8.05
96200 C @ 2.32
12100 CSCO @ 7.56
80500 CSCO @ 8.69
74600 CSCO @ 2.5
81600 CAT @ 2.64
16600 CSCO @ 5.52
89700 AAPL @ 2.64
500 AAPL @ 7
15900 BA @ 3.75
17000 AA @ 3.4
27100 CMCSA @ 7.23
85500 AAPL @ 9.48
94600 CAT @ 7.44
5100 CMCSA @ 1.68
95000 AA @ 6.4
28800 C @ 1.6
8400 BBBY @ 5
92100 CSCO @ 3.28
34200 CAT @ 7
72800 BBBY @ 9.1
37100 CSCO @ 9.52
91700 CAT @ 8.66
62400 CSCO @ 8.71
100 CSCO @ 7
10700 C @ 6.92
59300 CSCO @ 6.44
44700 BA @ 2.68
5800 CAT @ 7
1700 CAT @ 1.72
33800 BAC @ 3
69600 CMCSA @ 9.25
74500 CSCO @ 6.5
98000 CSCO @ 6.1
52800 CSCO @ 4.6
19300 BAC @ 6.4
28300 CAT @ 2.77
21800 CAT @ 3.72
7800 CAT @ 2.26
25000 AA @ 5.5
39600 C @ 8.05
62300 BBBY @ 6.4
78300 BBBY @ 9.04
92400 CMCSA @ 3.78
70800 AA @ 1.8
18300 CMCSA @ 8.48
72700 AAPL @ 3.7
42200 CAT @ 1.76
63300 BAC @ 3.7
16600 AAPL @ 9
59700 BBBY @ 8.56
90700 BAC @ 3.28
4900 BBBY @ 2.85
85200 CSCO @ 9.28
16100 AA @ 9.74
40500 CMCSA @ 4.2
65900 BA @ 6.64
85700 BBBY @ 5.2
58300 BAC @ 1.48
98400 AAPL @ 1.01
90200 BA @ 7.6
